b'Thu Oct 04 23:59:19 +0000 2018',861729049340719104,b'RealAnzaloonie',"b'Wylie, TX'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:01 +0000 2018',2318018360,b'DorothyBartolom',b'San Francisco ',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:00 +0000 2018',26346086,b'wscn2kk',b'nc',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:58:45 +0000 2018',612057704,b'ManMet80',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:58:43 +0000 2018',387506807,b'pagangal',b'Vancouver BC. Lower Mainland',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:58:26 +0000 2018',35875664,b'tammybuckles',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:58:03 +0000 2018',253075860,b'michelwi2011',b'Montreal',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:57:48 +0000 2018',826052750496632833,b'alan_gamm',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:57:32 +0000 2018',921772994174660608,b'Kelliincolorado',"b'Colorado, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:48 +0000 2018',2224011936,b'homesteadautogl',"b'Miami, FL'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:47 +0000 2018',1457593346,b'gtfromnb',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:41 +0000 2018',942582294518292480,b'Bab_Blue7',b'United Staes ',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:29 +0000 2018',2427623580,b'judyvinson612',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:23 +0000 2018',3794617943,b'calibur12001',"b'New Jersey, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:56:10 +0000 2018',3152204459,b'firecrackersma1',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:55:55 +0000 2018',2538099777,b'cranuimkim',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:55:53 +0000 2018',548933170,b'Hmboiseau',"b'California, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:55:46 +0000 2018',3408083201,b'ThomasT72388202',"b""Hollywood, MD - St. Mary's County""",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:55:30 +0000 2018',4191406097,b'Samuraisurfer53',b'South Carolina USA',"b""RT @JayValenz67: Ford demands interview in FBI probe https://t.co/jJtjM3wx3p via Christine Blasey Ford's attorneys on Tuesday implored the\xe2\x80\xa6"""
b'Thu Oct 04 23:55:13 +0000 2018',823301264633200640,b'Pd6371D',b'Planet Earth',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:55:00 +0000 2018',775403438834327556,b'FaithandHope04',b'Florida',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:50 +0000 2018',27029811,b'lilgrumpy69',b'Spring valley CA',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:36 +0000 2018',822900233805975555,b'Leighgeeboogie',b'\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:23 +0000 2018',2992661611,b'SlctrDubNarcot',"b'Olympia, Washington'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:17 +0000 2018',851795317,b'cb765',"b'Tacoma, Washington.'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:03 +0000 2018',14319864,b'miketee1029',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:00 +0000 2018',1032250711860502528,b'1213Shane',"b'New Hampshire, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:54:00 +0000 2018',16341920,b'katiebabe46',b'in and around DC',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:53:51 +0000 2018',1631358120,b'mindfulone1500',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:53:46 +0000 2018',885524121043578880,b'MichDemers',"b'Pennsylvania, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:53:43 +0000 2018',876246370079744000,b'SoundSide24',b'',b'RT @politico: Christine Blasey Ford\xe2\x80\x99s attorneys say it\xe2\x80\x99s \xe2\x80\x9cinconceivable\xe2\x80\x9d the FBI would wrap up its probe into her sexual assault allegation\xe2\x80\xa6'
b'Thu Oct 04 23:53:35 +0000 2018',39724652,b'zaphodsbud',b'The Key Stone state',"b""RT @JayValenz67: Ford demands interview in FBI probe https://t.co/jJtjM3wx3p via Christine Blasey Ford's attorneys on Tuesday implored the\xe2\x80\xa6"""
b'Thu Oct 04 23:53:30 +0000 2018',758447186678050816,b'shamaK391',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:53:24 +0000 2018',966749280,b'basketballmygod',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:53:09 +0000 2018',3238734909,b'MrBroFo',b'Northern NJ',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:56 +0000 2018',990719686760452096,b'VeshioGina',"b'Pennsylvania, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:54 +0000 2018',838072897197473792,b'GayleAnnCartwr1',"b'Michigan, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:48 +0000 2018',1018697824282656768,b'politicalblond',"b'California, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:45 +0000 2018',3787710734,b'jadennn0207',"b'Hitchcock, TX'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:44 +0000 2018',4024783636,b'ralph_starling',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:41 +0000 2018',828054457082486786,b'Jasoncuadrado5',b' New York City. USA',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:32 +0000 2018',716707698,b'maria22616896',b'World',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:29 +0000 2018',804190697930756096,b'reganhaha',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:26 +0000 2018',2493061472,b'raffman64_john',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:21 +0000 2018',893937284076130304,b'Lizzy522A',"b'Pasadena, CA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:20 +0000 2018',829119430072397827,b'lilySfur',"b'Wilmington, DE'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:12 +0000 2018',331898354,b'andreahreyes',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:11 +0000 2018',3292369301,b'stephaniek1116',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:05 +0000 2018',982564830,b'dazilmz',b'Bay Area',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:03 +0000 2018',3055990143,b'5Meenal',"b'Virginia, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:52:01 +0000 2018',3432161123,b'rascal8346',"b'Morris Plains, NJ'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:51:52 +0000 2018',2400560742,b'Zuzubug13',b'United States',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:51:47 +0000 2018',933790293991874560,b'ShaunMacdougal2',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:51:45 +0000 2018',600024481,b'jebblehman',"b'Geneva, Switzerland'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:51:33 +0000 2018',3391532422,b'Barbara80014143',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:51:07 +0000 2018',876093813667889153,b'RandyH1111',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:50:52 +0000 2018',2780721761,b'QuinnDora',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:50:28 +0000 2018',866835766567108609,b'KarchCvancara',"b'Wisconsin, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:50:27 +0000 2018',804901373678534656,b'ErmaScott3335',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:50:24 +0000 2018',800089627520401408,b'TalduZ',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:50:19 +0000 2018',55840984,b'fashionmaven72',"b'Maine, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:50 +0000 2018',67211693,b'Irishgawdess',b'Oregon',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:49 +0000 2018',406557352,b'sloan210',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:49 +0000 2018',606042057,b'LaurentJean2',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:41 +0000 2018',26733146,b'nutmeg62',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:39 +0000 2018',305402789,b'ChiangmaiWu',"b'Chiang Mai, Thailand'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:39 +0000 2018',254425906,b'15feellikerain',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:30 +0000 2018',823616887724457984,b'buffymuffy4444',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:29 +0000 2018',800452929924657152,b'monicalova13',b'France',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:25 +0000 2018',47234626,b'hammpo',"b'Cincinnati, OH'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:19 +0000 2018',238320417,b'ZoSchmo',"b'Chicago, IL.'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:11 +0000 2018',825864323683717120,b'BTResists',"b'Cambridge, MA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:09 +0000 2018',995999075030982656,b'margare02726836',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:08 +0000 2018',537981473,b'JulyWolfe',b'Virginia',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:07 +0000 2018',935325210,b'Jenkins100Rose',"b'Pennsylvania, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:05 +0000 2018',242967923,b'Hear1by1',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:04 +0000 2018',3425083193,b'DegreeTaylor',"b'North Carolina, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:49:03 +0000 2018',723175496,b'PlzVoteItCounts',b'Jersey Shore',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:48 +0000 2018',157456680,b'cowgirlbarb45',"b'at 7,000ft in Flagstaff, AZ'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:48 +0000 2018',1008826682164334593,b'RuleChicago',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:47 +0000 2018',311265104,b'pastorabharris',b'be reconciled to God 2Cor5:20',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:47 +0000 2018',376282194,b'ktea11',b'somewhere',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:39 +0000 2018',94685469,b'_PrettyBird93',"b'Florida, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:34 +0000 2018',1391015396,b'LauraLeeLenhoff',"b'Philadelphia, PA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:31 +0000 2018',633072635,b'roysheppard50',"b'Nova Scotia, Canada'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:48:00 +0000 2018',4130205373,b'LadiAnkhe',"b'Boulder, CO'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:59 +0000 2018',42840971,b'MadameMarmooza',b'Gormenghast Castle',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:51 +0000 2018',2724675738,b'AlmaAgcaoili',b'',b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:50 +0000 2018',636206167,b'bobglenx',"b'Auburn, ME'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
b'Thu Oct 04 23:59:45 +0000 2018',885722125083869184,b'clairewitz1',"b'Pennsylvania, USA'",b'RT @SenWarren: I believe Dr. Christine Blasey Ford. Brett Kavanaugh has disqualified himself from sitting on the Supreme Court \xe2\x80\x93 but Senate\xe2\x80\xa6'
